Date,vente
2023-09-16,8029.61
2023-09-17,9064.96
2023-09-18,6522.07
2023-09-19,6224.74
2023-09-20,6655.0
2023-09-21,7862.77
2023-09-22,8642.34
2023-09-23,9334.85
2023-09-24,8867.45
2023-09-25,7308.05
2023-09-26,8135.92
2023-09-27,8602.83
2023-09-28,8958.08
2023-09-29,8412.34
