sources,date_time,periode,day,vente
MENU CAGE,2022-02-12 04:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 05:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 05:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 06:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 06:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 07:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 07:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 08:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 08:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 09:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 09:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 10:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 10:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 11:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 11:30:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-12 12:00:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-12 12:30:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-12 13:00:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-12 13:30:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-12 14:00:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-12 14:30:00,2 A 4,Sam,0.0
MENU CAGE,2022-02-12 15:00:00,2 A 4,Sam,0.0
MENU CAGE,2022-02-12 15:30:00,2 A 4,Sam,96.68
MENU CAGE,2022-02-12 16:00:00,2 A 4,Sam,198.95
MENU CAGE,2022-02-12 16:30:00,4 A 7,Sam,79.25
MENU CAGE,2022-02-12 17:00:00,4 A 7,Sam,0.0
MENU CAGE,2022-02-12 17:30:00,4 A 7,Sam,19.75
MENU CAGE,2022-02-12 18:00:00,4 A 7,Sam,27.75
MENU CAGE,2022-02-12 18:30:00,4 A 7,Sam,490.5
MENU CAGE,2022-02-12 19:00:00,4 A 7,Sam,49.25
MENU CAGE,2022-02-12 19:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 20:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 20:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 21:00:00,7 A CL,Sam,131.0
MENU CAGE,2022-02-12 21:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 22:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 22:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 23:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-12 23:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-13 00:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 00:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 01:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 01:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 02:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 02:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 03:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 03:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 04:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 04:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 05:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 05:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 06:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 06:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 07:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 07:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 08:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 08:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 09:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 09:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 10:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 10:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 11:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 11:30:00,11 A 2,Dim,0.0
MENU CAGE,2022-02-13 12:00:00,11 A 2,Dim,0.0
MENU CAGE,2022-02-13 12:30:00,11 A 2,Dim,0.0
MENU CAGE,2022-02-13 13:00:00,11 A 2,Dim,0.0
MENU CAGE,2022-02-13 13:30:00,11 A 2,Dim,0.0
MENU CAGE,2022-02-13 14:00:00,11 A 2,Dim,0.0
MENU CAGE,2022-02-13 14:30:00,2 A 4,Dim,0.0
MENU CAGE,2022-02-13 15:00:00,2 A 4,Dim,0.0
MENU CAGE,2022-02-13 15:30:00,2 A 4,Dim,0.0
MENU CAGE,2022-02-13 16:00:00,2 A 4,Dim,0.0
MENU CAGE,2022-02-13 16:30:00,4 A 7,Dim,0.0
MENU CAGE,2022-02-13 17:00:00,4 A 7,Dim,0.0
MENU CAGE,2022-02-13 17:30:00,4 A 7,Dim,24.75
MENU CAGE,2022-02-13 18:00:00,4 A 7,Dim,0.0
MENU CAGE,2022-02-13 18:30:00,4 A 7,Dim,0.0
MENU CAGE,2022-02-13 19:00:00,4 A 7,Dim,0.0
MENU CAGE,2022-02-13 19:30:00,7 A CL,Dim,515.2
MENU CAGE,2022-02-13 20:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 20:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 21:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 21:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 22:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 22:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 23:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-13 23:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-14 00:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 00:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 01:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 01:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 02:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 02:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 03:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 03:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 04:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 04:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 05:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 05:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 06:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 06:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 07:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 07:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 08:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 08:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 09:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 09:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 10:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 10:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 11:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 11:30:00,11 A 2,Lun,0.0
MENU CAGE,2022-02-14 12:00:00,11 A 2,Lun,0.0
MENU CAGE,2022-02-14 12:30:00,11 A 2,Lun,0.0
MENU CAGE,2022-02-14 13:00:00,11 A 2,Lun,0.0
MENU CAGE,2022-02-14 13:30:00,11 A 2,Lun,0.0
MENU CAGE,2022-02-14 14:00:00,11 A 2,Lun,0.0
MENU CAGE,2022-02-14 14:30:00,2 A 4,Lun,0.0
MENU CAGE,2022-02-14 15:00:00,2 A 4,Lun,0.0
MENU CAGE,2022-02-14 15:30:00,2 A 4,Lun,0.0
MENU CAGE,2022-02-14 16:00:00,2 A 4,Lun,0.0
MENU CAGE,2022-02-14 16:30:00,4 A 7,Lun,0.0
MENU CAGE,2022-02-14 17:00:00,4 A 7,Lun,0.0
MENU CAGE,2022-02-14 17:30:00,4 A 7,Lun,0.0
MENU CAGE,2022-02-14 18:00:00,4 A 7,Lun,0.0
MENU CAGE,2022-02-14 18:30:00,4 A 7,Lun,0.0
MENU CAGE,2022-02-14 19:00:00,4 A 7,Lun,0.0
MENU CAGE,2022-02-14 19:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 20:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 20:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 21:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 21:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 22:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 22:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 23:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-14 23:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-02-15 00:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 00:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 01:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 01:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 02:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 02:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 03:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 03:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 04:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 04:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 05:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 05:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 06:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 06:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 07:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 07:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 08:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 08:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 09:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 09:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 10:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 10:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 11:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 11:30:00,11 A 2,Mar,0.0
MENU CAGE,2022-02-15 12:00:00,11 A 2,Mar,0.0
MENU CAGE,2022-02-15 12:30:00,11 A 2,Mar,0.0
MENU CAGE,2022-02-15 13:00:00,11 A 2,Mar,0.0
MENU CAGE,2022-02-15 13:30:00,11 A 2,Mar,0.0
MENU CAGE,2022-02-15 14:00:00,11 A 2,Mar,0.0
MENU CAGE,2022-02-15 14:30:00,2 A 4,Mar,0.0
MENU CAGE,2022-02-15 15:00:00,2 A 4,Mar,0.0
MENU CAGE,2022-02-15 15:30:00,2 A 4,Mar,0.0
MENU CAGE,2022-02-15 16:00:00,2 A 4,Mar,0.0
MENU CAGE,2022-02-15 16:30:00,4 A 7,Mar,0.0
MENU CAGE,2022-02-15 17:00:00,4 A 7,Mar,0.0
MENU CAGE,2022-02-15 17:30:00,4 A 7,Mar,0.0
MENU CAGE,2022-02-15 18:00:00,4 A 7,Mar,0.0
MENU CAGE,2022-02-15 18:30:00,4 A 7,Mar,0.0
MENU CAGE,2022-02-15 19:00:00,4 A 7,Mar,0.0
MENU CAGE,2022-02-15 19:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 20:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 20:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 21:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 21:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 22:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 22:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 23:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-15 23:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-02-16 00:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 00:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 01:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 01:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 02:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 02:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 03:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 03:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 04:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 04:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 05:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 05:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 06:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 06:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 07:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 07:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 08:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 08:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 09:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 09:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 10:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 10:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 11:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 11:30:00,11 A 2,Mer,0.0
MENU CAGE,2022-02-16 12:00:00,11 A 2,Mer,0.0
MENU CAGE,2022-02-16 12:30:00,11 A 2,Mer,0.0
MENU CAGE,2022-02-16 13:00:00,11 A 2,Mer,0.0
MENU CAGE,2022-02-16 13:30:00,11 A 2,Mer,3.25
MENU CAGE,2022-02-16 14:00:00,11 A 2,Mer,0.0
MENU CAGE,2022-02-16 14:30:00,2 A 4,Mer,0.0
MENU CAGE,2022-02-16 15:00:00,2 A 4,Mer,9.99
MENU CAGE,2022-02-16 15:30:00,2 A 4,Mer,31.74
MENU CAGE,2022-02-16 16:00:00,2 A 4,Mer,230.93
MENU CAGE,2022-02-16 16:30:00,4 A 7,Mer,136.98
MENU CAGE,2022-02-16 17:00:00,4 A 7,Mer,408.16
MENU CAGE,2022-02-16 17:30:00,4 A 7,Mer,204.71
MENU CAGE,2022-02-16 18:00:00,4 A 7,Mer,374.54
MENU CAGE,2022-02-16 18:30:00,4 A 7,Mer,645.5
MENU CAGE,2022-02-16 19:00:00,4 A 7,Mer,636.78
MENU CAGE,2022-02-16 19:30:00,7 A CL,Mer,508.09
MENU CAGE,2022-02-16 20:00:00,7 A CL,Mer,261.39
MENU CAGE,2022-02-16 20:30:00,7 A CL,Mer,143.99
MENU CAGE,2022-02-16 21:00:00,7 A CL,Mer,34.0
MENU CAGE,2022-02-16 21:30:00,7 A CL,Mer,-20.0
MENU CAGE,2022-02-16 22:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 22:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 23:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-16 23:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-02-17 00:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 00:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 01:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 01:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 02:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 02:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 03:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 03:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 04:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 04:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 05:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 05:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 06:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 06:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 07:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 07:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 08:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 08:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 09:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 09:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 10:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 10:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 11:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 11:30:00,11 A 2,Jeu,0.0
MENU CAGE,2022-02-17 12:00:00,11 A 2,Jeu,0.0
MENU CAGE,2022-02-17 12:30:00,11 A 2,Jeu,0.0
MENU CAGE,2022-02-17 13:00:00,11 A 2,Jeu,0.0
MENU CAGE,2022-02-17 13:30:00,11 A 2,Jeu,0.0
MENU CAGE,2022-02-17 14:00:00,11 A 2,Jeu,0.0
MENU CAGE,2022-02-17 14:30:00,2 A 4,Jeu,0.0
MENU CAGE,2022-02-17 15:00:00,2 A 4,Jeu,0.0
MENU CAGE,2022-02-17 15:30:00,2 A 4,Jeu,30.73
MENU CAGE,2022-02-17 16:00:00,2 A 4,Jeu,0.0
MENU CAGE,2022-02-17 16:30:00,4 A 7,Jeu,307.48
MENU CAGE,2022-02-17 17:00:00,4 A 7,Jeu,508.88
MENU CAGE,2022-02-17 17:30:00,4 A 7,Jeu,380.75
MENU CAGE,2022-02-17 18:00:00,4 A 7,Jeu,948.7
MENU CAGE,2022-02-17 18:30:00,4 A 7,Jeu,1041.22
MENU CAGE,2022-02-17 19:00:00,4 A 7,Jeu,879.06
MENU CAGE,2022-02-17 19:30:00,7 A CL,Jeu,650.4
MENU CAGE,2022-02-17 20:00:00,7 A CL,Jeu,818.35
MENU CAGE,2022-02-17 20:30:00,7 A CL,Jeu,325.42
MENU CAGE,2022-02-17 21:00:00,7 A CL,Jeu,235.04
MENU CAGE,2022-02-17 21:30:00,7 A CL,Jeu,106.85
MENU CAGE,2022-02-17 22:00:00,7 A CL,Jeu,174.27
MENU CAGE,2022-02-17 22:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-17 23:00:00,7 A CL,Jeu,-8.69
MENU CAGE,2022-02-17 23:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-02-18 00:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 00:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 01:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 01:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 02:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 02:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 03:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 03:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 04:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 04:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 05:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 05:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 06:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 06:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 07:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 07:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 08:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 08:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 09:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 09:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 10:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 10:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 11:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-18 11:30:00,11 A 2,Ven,0.0
MENU CAGE,2022-02-18 12:00:00,11 A 2,Ven,0.0
MENU CAGE,2022-02-18 12:30:00,11 A 2,Ven,0.0
MENU CAGE,2022-02-18 13:00:00,11 A 2,Ven,0.0
MENU CAGE,2022-02-18 13:30:00,11 A 2,Ven,0.0
MENU CAGE,2022-02-18 14:00:00,11 A 2,Ven,0.0
MENU CAGE,2022-02-18 14:30:00,2 A 4,Ven,0.0
MENU CAGE,2022-02-18 15:00:00,2 A 4,Ven,0.0
MENU CAGE,2022-02-18 15:30:00,2 A 4,Ven,41.42
MENU CAGE,2022-02-18 16:00:00,2 A 4,Ven,172.91
MENU CAGE,2022-02-18 16:30:00,4 A 7,Ven,104.4
MENU CAGE,2022-02-18 17:00:00,4 A 7,Ven,313.08
MENU CAGE,2022-02-18 17:30:00,4 A 7,Ven,816.92
MENU CAGE,2022-02-18 18:00:00,4 A 7,Ven,722.16
MENU CAGE,2022-02-18 18:30:00,4 A 7,Ven,1213.62
MENU CAGE,2022-02-18 19:00:00,4 A 7,Ven,1019.28
MENU CAGE,2022-02-18 19:30:00,7 A CL,Ven,792.82
MENU CAGE,2022-02-18 20:00:00,7 A CL,Ven,835.99
MENU CAGE,2022-02-18 20:30:00,7 A CL,Ven,747.75
MENU CAGE,2022-02-18 21:00:00,7 A CL,Ven,725.18
MENU CAGE,2022-02-18 21:30:00,7 A CL,Ven,184.16
MENU CAGE,2022-02-18 22:00:00,7 A CL,Ven,-63.98
MENU CAGE,2022-02-18 22:30:00,7 A CL,Ven,-3.21
MENU CAGE,2022-02-18 23:00:00,7 A CL,Ven,39.21
MENU CAGE,2022-02-18 23:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-02-19 00:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 00:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 01:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 01:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 02:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 02:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 03:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 03:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 04:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 04:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 05:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 05:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 06:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 06:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 07:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 07:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 08:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 08:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 09:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 09:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 10:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 10:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 11:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 11:30:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-19 12:00:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-19 12:30:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-19 13:00:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-19 13:30:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-19 14:00:00,11 A 2,Sam,0.0
MENU CAGE,2022-02-19 14:30:00,2 A 4,Sam,0.0
MENU CAGE,2022-02-19 15:00:00,2 A 4,Sam,3.25
MENU CAGE,2022-02-19 15:30:00,2 A 4,Sam,136.12
MENU CAGE,2022-02-19 16:00:00,2 A 4,Sam,310.13
MENU CAGE,2022-02-19 16:30:00,4 A 7,Sam,66.47
MENU CAGE,2022-02-19 17:00:00,4 A 7,Sam,105.77
MENU CAGE,2022-02-19 17:30:00,4 A 7,Sam,256.94
MENU CAGE,2022-02-19 18:00:00,4 A 7,Sam,894.48
MENU CAGE,2022-02-19 18:30:00,4 A 7,Sam,1051.65
MENU CAGE,2022-02-19 19:00:00,4 A 7,Sam,749.8
MENU CAGE,2022-02-19 19:30:00,7 A CL,Sam,758.92
MENU CAGE,2022-02-19 20:00:00,7 A CL,Sam,887.89
MENU CAGE,2022-02-19 20:30:00,7 A CL,Sam,876.61
MENU CAGE,2022-02-19 21:00:00,7 A CL,Sam,434.51
MENU CAGE,2022-02-19 21:30:00,7 A CL,Sam,104.53
MENU CAGE,2022-02-19 22:00:00,7 A CL,Sam,118.21
MENU CAGE,2022-02-19 22:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-19 23:00:00,7 A CL,Sam,-40.98
MENU CAGE,2022-02-19 23:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-02-20 00:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 00:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 01:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 01:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 02:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 02:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 03:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 03:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 04:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 04:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 05:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 05:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 06:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 06:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 07:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 07:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 08:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 08:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 09:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 09:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 10:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-02-20 10:30:00,7 A CL,Dim,0.0
