sources,date_time,periode,day,vente
MENU CAGE,2022-08-08 16:30:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-08 17:00:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-08 17:30:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-08 18:00:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-08 18:30:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-08 19:00:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-08 19:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-08 20:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-08 20:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-08 21:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-08 21:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-08 22:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-08 22:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-08 23:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-08 23:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-09 00:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 00:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 01:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 01:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 02:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 02:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 03:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 03:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 04:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 04:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 05:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 05:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 06:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 06:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 07:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 07:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 08:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 08:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 09:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 09:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 10:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 10:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 11:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 11:30:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-09 12:00:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-09 12:30:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-09 13:00:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-09 13:30:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-09 14:00:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-09 14:30:00,2 A 4,Mar,0.0
MENU CAGE,2022-08-09 15:00:00,2 A 4,Mar,0.0
MENU CAGE,2022-08-09 15:30:00,2 A 4,Mar,0.0
MENU CAGE,2022-08-09 16:00:00,2 A 4,Mar,0.0
MENU CAGE,2022-08-09 16:30:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-09 17:00:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-09 17:30:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-09 18:00:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-09 18:30:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-09 19:00:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-09 19:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 20:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 20:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 21:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 21:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 22:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 22:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 23:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-09 23:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-10 00:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 00:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 01:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 01:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 02:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 02:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 03:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 03:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 04:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 04:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 05:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 05:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 06:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 06:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 07:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 07:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 08:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 08:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 09:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 09:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 10:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 10:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 11:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 11:30:00,11 A 2,Mer,0.0
MENU CAGE,2022-08-10 12:00:00,11 A 2,Mer,160.09
MENU CAGE,2022-08-10 12:30:00,11 A 2,Mer,194.32
MENU CAGE,2022-08-10 13:00:00,11 A 2,Mer,180.34
MENU CAGE,2022-08-10 13:30:00,11 A 2,Mer,136.96
MENU CAGE,2022-08-10 14:00:00,11 A 2,Mer,80.0
MENU CAGE,2022-08-10 14:30:00,2 A 4,Mer,80.73
MENU CAGE,2022-08-10 15:00:00,2 A 4,Mer,0.0
MENU CAGE,2022-08-10 15:30:00,2 A 4,Mer,117.66
MENU CAGE,2022-08-10 16:00:00,2 A 4,Mer,19.08
MENU CAGE,2022-08-10 16:30:00,4 A 7,Mer,104.0
MENU CAGE,2022-08-10 17:00:00,4 A 7,Mer,143.58
MENU CAGE,2022-08-10 17:30:00,4 A 7,Mer,419.31
MENU CAGE,2022-08-10 18:00:00,4 A 7,Mer,721.78
MENU CAGE,2022-08-10 18:30:00,4 A 7,Mer,647.15
MENU CAGE,2022-08-10 19:00:00,4 A 7,Mer,890.49
MENU CAGE,2022-08-10 19:30:00,7 A CL,Mer,805.21
MENU CAGE,2022-08-10 20:00:00,7 A CL,Mer,608.04
MENU CAGE,2022-08-10 20:30:00,7 A CL,Mer,350.21
MENU CAGE,2022-08-10 21:00:00,7 A CL,Mer,318.75
MENU CAGE,2022-08-10 21:30:00,7 A CL,Mer,50.71
MENU CAGE,2022-08-10 22:00:00,7 A CL,Mer,57.0
MENU CAGE,2022-08-10 22:30:00,7 A CL,Mer,310.25
MENU CAGE,2022-08-10 23:00:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-10 23:30:00,7 A CL,Mer,0.0
MENU CAGE,2022-08-11 00:00:00,7 A CL,Jeu,-19.5
MENU CAGE,2022-08-11 00:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 01:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 01:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 02:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 02:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 03:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 03:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 04:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 04:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 05:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 05:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 06:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 06:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 07:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 07:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 08:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 08:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 09:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 09:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 10:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 10:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 11:00:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-11 11:30:00,11 A 2,Jeu,0.0
MENU CAGE,2022-08-11 12:00:00,11 A 2,Jeu,114.02
MENU CAGE,2022-08-11 12:30:00,11 A 2,Jeu,479.59
MENU CAGE,2022-08-11 13:00:00,11 A 2,Jeu,301.67
MENU CAGE,2022-08-11 13:30:00,11 A 2,Jeu,388.5
MENU CAGE,2022-08-11 14:00:00,11 A 2,Jeu,385.46
MENU CAGE,2022-08-11 14:30:00,2 A 4,Jeu,291.12
MENU CAGE,2022-08-11 15:00:00,2 A 4,Jeu,251.43
MENU CAGE,2022-08-11 15:30:00,2 A 4,Jeu,515.26
MENU CAGE,2022-08-11 16:00:00,2 A 4,Jeu,122.81
MENU CAGE,2022-08-11 16:30:00,4 A 7,Jeu,197.52
MENU CAGE,2022-08-11 17:00:00,4 A 7,Jeu,434.6
MENU CAGE,2022-08-11 17:30:00,4 A 7,Jeu,656.08
MENU CAGE,2022-08-11 18:00:00,4 A 7,Jeu,1071.25
MENU CAGE,2022-08-11 18:30:00,4 A 7,Jeu,1401.57
MENU CAGE,2022-08-11 19:00:00,4 A 7,Jeu,1079.49
MENU CAGE,2022-08-11 19:30:00,7 A CL,Jeu,766.4
MENU CAGE,2022-08-11 20:00:00,7 A CL,Jeu,957.0
MENU CAGE,2022-08-11 20:30:00,7 A CL,Jeu,809.75
MENU CAGE,2022-08-11 21:00:00,7 A CL,Jeu,705.99
MENU CAGE,2022-08-11 21:30:00,7 A CL,Jeu,224.57
MENU CAGE,2022-08-11 22:00:00,7 A CL,Jeu,117.52
MENU CAGE,2022-08-11 22:30:00,7 A CL,Jeu,295.5
MENU CAGE,2022-08-11 23:00:00,7 A CL,Jeu,5.26
MENU CAGE,2022-08-11 23:30:00,7 A CL,Jeu,0.0
MENU CAGE,2022-08-12 00:00:00,7 A CL,Ven,-50.97
MENU CAGE,2022-08-12 00:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 01:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 01:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 02:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 02:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 03:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 03:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 04:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 04:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 05:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 05:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 06:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 06:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 07:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 07:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 08:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 08:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 09:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 09:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 10:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 10:30:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 11:00:00,7 A CL,Ven,0.0
MENU CAGE,2022-08-12 11:30:00,11 A 2,Ven,9.39
MENU CAGE,2022-08-12 12:00:00,11 A 2,Ven,303.7
MENU CAGE,2022-08-12 12:30:00,11 A 2,Ven,510.46
MENU CAGE,2022-08-12 13:00:00,11 A 2,Ven,774.32
MENU CAGE,2022-08-12 13:30:00,11 A 2,Ven,420.42
MENU CAGE,2022-08-12 14:00:00,11 A 2,Ven,166.24
MENU CAGE,2022-08-12 14:30:00,2 A 4,Ven,270.63
MENU CAGE,2022-08-12 15:00:00,2 A 4,Ven,119.37
MENU CAGE,2022-08-12 15:30:00,2 A 4,Ven,430.03
MENU CAGE,2022-08-12 16:00:00,2 A 4,Ven,158.65
MENU CAGE,2022-08-12 16:30:00,4 A 7,Ven,95.49
MENU CAGE,2022-08-12 17:00:00,4 A 7,Ven,367.48
MENU CAGE,2022-08-12 17:30:00,4 A 7,Ven,811.07
MENU CAGE,2022-08-12 18:00:00,4 A 7,Ven,1151.98
MENU CAGE,2022-08-12 18:30:00,4 A 7,Ven,946.76
MENU CAGE,2022-08-12 19:00:00,4 A 7,Ven,1044.23
MENU CAGE,2022-08-12 19:30:00,7 A CL,Ven,1340.94
MENU CAGE,2022-08-12 20:00:00,7 A CL,Ven,998.62
MENU CAGE,2022-08-12 20:30:00,7 A CL,Ven,1079.14
MENU CAGE,2022-08-12 21:00:00,7 A CL,Ven,552.54
MENU CAGE,2022-08-12 21:30:00,7 A CL,Ven,466.36
MENU CAGE,2022-08-12 22:00:00,7 A CL,Ven,460.39
MENU CAGE,2022-08-12 22:30:00,7 A CL,Ven,79.95
MENU CAGE,2022-08-12 23:00:00,7 A CL,Ven,70.41
MENU CAGE,2022-08-12 23:30:00,7 A CL,Ven,17.5
MENU CAGE,2022-08-13 00:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 00:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 01:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 01:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 02:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 02:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 03:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 03:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 04:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 04:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 05:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 05:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 06:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 06:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 07:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 07:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 08:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 08:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 09:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 09:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 10:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 10:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 11:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 11:30:00,11 A 2,Sam,0.0
MENU CAGE,2022-08-13 12:00:00,11 A 2,Sam,176.06
MENU CAGE,2022-08-13 12:30:00,11 A 2,Sam,182.68
MENU CAGE,2022-08-13 13:00:00,11 A 2,Sam,233.65
MENU CAGE,2022-08-13 13:30:00,11 A 2,Sam,437.25
MENU CAGE,2022-08-13 14:00:00,11 A 2,Sam,362.98
MENU CAGE,2022-08-13 14:30:00,2 A 4,Sam,249.74
MENU CAGE,2022-08-13 15:00:00,2 A 4,Sam,125.65
MENU CAGE,2022-08-13 15:30:00,2 A 4,Sam,239.57
MENU CAGE,2022-08-13 16:00:00,2 A 4,Sam,344.9
MENU CAGE,2022-08-13 16:30:00,4 A 7,Sam,385.48
MENU CAGE,2022-08-13 17:00:00,4 A 7,Sam,138.26
MENU CAGE,2022-08-13 17:30:00,4 A 7,Sam,811.42
MENU CAGE,2022-08-13 18:00:00,4 A 7,Sam,343.89
MENU CAGE,2022-08-13 18:30:00,4 A 7,Sam,215.99
MENU CAGE,2022-08-13 19:00:00,4 A 7,Sam,626.45
MENU CAGE,2022-08-13 19:30:00,7 A CL,Sam,486.05
MENU CAGE,2022-08-13 20:00:00,7 A CL,Sam,495.19
MENU CAGE,2022-08-13 20:30:00,7 A CL,Sam,409.07
MENU CAGE,2022-08-13 21:00:00,7 A CL,Sam,466.43
MENU CAGE,2022-08-13 21:30:00,7 A CL,Sam,8.26
MENU CAGE,2022-08-13 22:00:00,7 A CL,Sam,288.97
MENU CAGE,2022-08-13 22:30:00,7 A CL,Sam,19.98
MENU CAGE,2022-08-13 23:00:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-13 23:30:00,7 A CL,Sam,0.0
MENU CAGE,2022-08-14 00:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 00:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 01:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 01:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 02:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 02:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 03:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 03:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 04:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 04:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 05:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 05:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 06:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 06:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 07:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 07:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 08:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 08:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 09:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 09:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 10:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 10:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 11:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 11:30:00,11 A 2,Dim,0.0
MENU CAGE,2022-08-14 12:00:00,11 A 2,Dim,0.0
MENU CAGE,2022-08-14 12:30:00,11 A 2,Dim,0.0
MENU CAGE,2022-08-14 13:00:00,11 A 2,Dim,0.0
MENU CAGE,2022-08-14 13:30:00,11 A 2,Dim,0.0
MENU CAGE,2022-08-14 14:00:00,11 A 2,Dim,0.0
MENU CAGE,2022-08-14 14:30:00,2 A 4,Dim,0.0
MENU CAGE,2022-08-14 15:00:00,2 A 4,Dim,0.0
MENU CAGE,2022-08-14 15:30:00,2 A 4,Dim,0.0
MENU CAGE,2022-08-14 16:00:00,2 A 4,Dim,147.49
MENU CAGE,2022-08-14 16:30:00,4 A 7,Dim,357.26
MENU CAGE,2022-08-14 17:00:00,4 A 7,Dim,257.2
MENU CAGE,2022-08-14 17:30:00,4 A 7,Dim,319.47
MENU CAGE,2022-08-14 18:00:00,4 A 7,Dim,762.27
MENU CAGE,2022-08-14 18:30:00,4 A 7,Dim,487.41
MENU CAGE,2022-08-14 19:00:00,4 A 7,Dim,426.81
MENU CAGE,2022-08-14 19:30:00,7 A CL,Dim,614.43
MENU CAGE,2022-08-14 20:00:00,7 A CL,Dim,552.53
MENU CAGE,2022-08-14 20:30:00,7 A CL,Dim,285.67
MENU CAGE,2022-08-14 21:00:00,7 A CL,Dim,286.44
MENU CAGE,2022-08-14 21:30:00,7 A CL,Dim,1.27
MENU CAGE,2022-08-14 22:00:00,7 A CL,Dim,-3.75
MENU CAGE,2022-08-14 22:30:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 23:00:00,7 A CL,Dim,0.0
MENU CAGE,2022-08-14 23:30:00,7 A CL,Dim,199.75
MENU CAGE,2022-08-15 00:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 00:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 01:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 01:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 02:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 02:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 03:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 03:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 04:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 04:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 05:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 05:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 06:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 06:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 07:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 07:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 08:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 08:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 09:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 09:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 10:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 10:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 11:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 11:30:00,11 A 2,Lun,0.0
MENU CAGE,2022-08-15 12:00:00,11 A 2,Lun,0.0
MENU CAGE,2022-08-15 12:30:00,11 A 2,Lun,0.0
MENU CAGE,2022-08-15 13:00:00,11 A 2,Lun,0.0
MENU CAGE,2022-08-15 13:30:00,11 A 2,Lun,0.0
MENU CAGE,2022-08-15 14:00:00,11 A 2,Lun,0.0
MENU CAGE,2022-08-15 14:30:00,2 A 4,Lun,0.0
MENU CAGE,2022-08-15 15:00:00,2 A 4,Lun,0.0
MENU CAGE,2022-08-15 15:30:00,2 A 4,Lun,0.0
MENU CAGE,2022-08-15 16:00:00,2 A 4,Lun,0.0
MENU CAGE,2022-08-15 16:30:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-15 17:00:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-15 17:30:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-15 18:00:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-15 18:30:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-15 19:00:00,4 A 7,Lun,0.0
MENU CAGE,2022-08-15 19:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 20:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 20:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 21:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 21:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 22:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 22:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 23:00:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-15 23:30:00,7 A CL,Lun,0.0
MENU CAGE,2022-08-16 00:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 00:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 01:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 01:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 02:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 02:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 03:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 03:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 04:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 04:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 05:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 05:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 06:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 06:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 07:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 07:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 08:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 08:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 09:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 09:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 10:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 10:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 11:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 11:30:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-16 12:00:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-16 12:30:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-16 13:00:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-16 13:30:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-16 14:00:00,11 A 2,Mar,0.0
MENU CAGE,2022-08-16 14:30:00,2 A 4,Mar,0.0
MENU CAGE,2022-08-16 15:00:00,2 A 4,Mar,0.0
MENU CAGE,2022-08-16 15:30:00,2 A 4,Mar,0.0
MENU CAGE,2022-08-16 16:00:00,2 A 4,Mar,0.0
MENU CAGE,2022-08-16 16:30:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-16 17:00:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-16 17:30:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-16 18:00:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-16 18:30:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-16 19:00:00,4 A 7,Mar,0.0
MENU CAGE,2022-08-16 19:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 20:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 20:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 21:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 21:30:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 22:00:00,7 A CL,Mar,0.0
MENU CAGE,2022-08-16 22:30:00,7 A CL,Mar,0.0
