date,vente,tache,salaire_day,jour_semaine,saison,ratio_salaire_vente
2020-10-30,1566.44,AIDE-SERV.,101.25,4,10,6.46
2020-10-30,1566.44,CUISINE,164.5,4,10,10.5
2020-10-29,1231.44,CUISINE,175.58333333333334,3,10,14.26
2020-10-28,767.24,CUISINE,115.5,2,10,15.05
2020-10-27,679.63,AIDE-SERV.,138.75,1,10,20.42
2020-10-27,679.63,CUISINE,252.11666666666667,1,10,37.1
2020-10-26,495.63,AIDE-SERV.,146.25,0,10,29.51
2020-10-26,495.63,CUISINE,256.2583333333333,0,10,51.7
2020-10-25,652.74,AIDE-SERV.,82.5,6,10,12.64
2020-10-25,652.74,CUISINE,258.825,6,10,39.65
2020-10-24,843.85,AIDE-SERV.,93.75,5,10,11.11
2020-10-24,843.85,CUISINE,176.04999999999998,5,10,20.86
2020-10-23,1800.05,AIDE-SERV.,97.5,4,10,5.42
2020-10-23,1800.05,CUISINE,167.65,4,10,9.31
2020-10-22,1678.28,CUISINE,175.0,3,10,10.43
2020-10-21,856.37,CUISINE,115.5,2,10,13.49
2020-10-20,635.21,AIDE-SERV.,142.5,1,10,22.43
2020-10-20,635.21,CUISINE,288.4,1,10,45.4
2020-10-19,304.35,AIDE-SERV.,142.5,0,10,46.82
2020-10-19,304.35,CUISINE,249.2,0,10,81.88
2020-10-18,674.04,AIDE-SERV.,82.5,6,10,12.24
2020-10-18,674.04,CUISINE,233.85833333333335,6,10,34.7
2020-10-17,978.98,AIDE-SERV.,97.5,5,10,9.96
2020-10-17,978.98,CUISINE,183.39999999999998,5,10,18.73
2020-10-16,1215.13,AIDE-SERV.,97.5,4,10,8.02
2020-10-16,1215.13,CUISINE,123.9,4,10,10.2
2020-10-15,1239.47,CUISINE,158.08333333333334,3,10,12.75
2020-10-14,958.48,CUISINE,93.04166666666666,2,10,9.71
2020-10-13,584.49,AIDE-SERV.,138.75,1,10,23.74
2020-10-13,584.49,CUISINE,248.675,1,10,42.55
2020-10-12,969.59,AIDE-SERV.,161.25,0,10,16.63
2020-10-12,969.59,CUISINE,284.8416666666667,0,10,29.38
2020-10-11,990.58,AIDE-SERV.,90.0,6,10,9.09
2020-10-11,990.58,CUISINE,259.35,6,10,26.18
2020-10-10,1119.58,AIDE-SERV.,108.75,5,10,9.71
2020-10-10,1119.58,CUISINE,168.0,5,10,15.01
2020-10-09,1595.26,AIDE-SERV.,112.5,4,10,7.05
2020-10-09,1595.26,CUISINE,146.65,4,10,9.19
2020-10-08,1403.7,CUISINE,157.20833333333331,3,10,11.2
2020-10-07,886.03,CUISINE,96.83333333333333,2,10,10.93
2020-10-06,522.24,AIDE-SERV.,136.25,1,10,26.09
2020-10-06,522.24,CUISINE,242.72500000000002,1,10,46.48
2020-10-05,658.11,AIDE-SERV.,147.5,0,10,22.41
2020-10-05,658.11,CUISINE,256.54999999999995,0,10,38.98
2020-10-04,591.57,AIDE-SERV.,97.5,6,10,16.48
2020-10-04,591.57,CUISINE,276.96666666666664,6,10,46.82
2020-10-03,437.03,AIDE-SERV.,108.75,5,10,24.88
2020-10-03,437.03,CUISINE,246.98333333333335,5,10,56.51
2020-10-02,1510.87,AIDE-SERV.,97.5,4,10,6.45
2020-10-02,1510.87,CUISINE,307.125,4,10,20.33
2020-10-01,1092.11,AIDE-SERV.,349.91666666666663,3,10,32.04
2020-10-01,1092.11,CUISINE,324.56666666666666,3,10,29.72
2020-10-01,1092.11,SERVICE,249.51333333333332,3,10,22.85
2020-09-30,5594.56,AIDE-SERV.,93.92666666666666,2,9,1.68
2020-09-30,5594.56,CUISINE,520.06,2,9,9.3
2020-09-30,5594.56,SERVICE,201.36,2,9,3.6
2020-09-29,4707.4,AIDE-SERV.,245.55,1,9,5.22
2020-09-29,4707.4,CUISINE,365.4516666666667,1,9,7.76
2020-09-29,4707.4,SERVICE,357.03999999999996,1,9,7.58
2020-09-28,2923.63,AIDE-SERV.,231.78,0,9,7.93
2020-09-28,2923.63,CUISINE,712.065,0,9,24.36
2020-09-28,2923.63,SERVICE,197.14333333333332,0,9,6.74
2020-09-27,6830.12,AIDE-SERV.,535.22,6,9,7.84
2020-09-27,6830.12,CUISINE,252.0,6,9,3.69
2020-09-27,6830.12,SERVICE,295.6533333333333,6,9,4.33
2020-09-26,9676.14,AIDE-SERV.,344.9866666666667,5,9,3.57
2020-09-26,9676.14,CUISINE,799.605,5,9,8.26
2020-09-26,9676.14,SERVICE,525.9833333333333,5,9,5.44
2020-09-25,5931.38,AIDE-SERV.,536.1025,4,9,9.04
2020-09-25,5931.38,CUISINE,699.8666666666667,4,9,11.8
2020-09-25,5931.38,SERVICE,337.02666666666664,4,9,5.68
2020-09-24,5547.88,AIDE-SERV.,259.65833333333336,3,9,4.68
2020-09-24,5547.88,CUISINE,468.465,3,9,8.44
2020-09-24,5547.88,SERVICE,371.59,3,9,6.7
2020-09-23,5204.76,AIDE-SERV.,323.83333333333337,2,9,6.22
2020-09-23,5204.76,CUISINE,471.01166666666666,2,9,9.05
2020-09-23,5204.76,SERVICE,376.8233333333333,2,9,7.24
2020-09-22,4142.59,AIDE-SERV.,65.88000000000001,1,9,1.59
2020-09-22,4142.59,CUISINE,460.1166666666667,1,9,11.11
2020-09-22,4142.59,SERVICE,324.37666666666667,1,9,7.83
2020-09-21,2135.8,AIDE-SERV.,227.70000000000002,0,9,10.66
2020-09-21,2135.8,CUISINE,433.38166666666666,0,9,20.29
2020-09-21,2135.8,SERVICE,200.87,0,9,9.4
2020-09-20,6634.14,AIDE-SERV.,447.47333333333336,6,9,6.75
2020-09-20,6634.14,CUISINE,503.19166666666666,6,9,7.58
2020-09-20,6634.14,SERVICE,239.71333333333334,6,9,3.61
2020-09-19,7628.38,AIDE-SERV.,259.23333333333335,5,9,3.4
2020-09-19,7628.38,CUISINE,1059.245,5,9,13.89
2020-09-19,7628.38,SERVICE,442.81,5,9,5.8
2020-09-18,7905.32,AIDE-SERV.,417.4583333333333,4,9,5.28
2020-09-18,7905.32,CUISINE,353.9316666666667,4,9,4.48
2020-09-18,7905.32,SERVICE,391.7033333333334,4,9,4.95
2020-09-17,5200.3,AIDE-SERV.,391.70666666666665,3,9,7.53
2020-09-17,5200.3,CUISINE,610.3783333333333,3,9,11.74
2020-09-17,5200.3,SERVICE,282.39666666666665,3,9,5.43
2020-09-16,5087.64,AIDE-SERV.,308.985,2,9,6.07
2020-09-16,5087.64,CUISINE,623.355,2,9,12.25
2020-09-16,5087.64,SERVICE,323.3,2,9,6.35
2020-09-15,4461.43,AIDE-SERV.,267.11,1,9,5.99
2020-09-15,4461.43,CUISINE,415.5883333333333,1,9,9.32
2020-09-15,4461.43,SERVICE,314.72,1,9,7.05
2020-09-14,3334.58,AIDE-SERV.,263.515,0,9,7.9
2020-09-14,3334.58,CUISINE,326.93333333333334,0,9,9.8
2020-09-14,3334.58,SERVICE,201.35333333333335,0,9,6.04
2020-09-13,3763.04,AIDE-SERV.,399.8258333333333,6,9,10.63
2020-09-13,3763.04,CUISINE,515.2666666666667,6,9,13.69
2020-09-13,3763.04,SERVICE,114.67999999999999,6,9,3.05
2020-09-12,5596.79,AIDE-SERV.,413.68333333333334,5,9,7.39
2020-09-12,5596.79,CUISINE,1000.455,5,9,17.88
2020-09-12,5596.79,SERVICE,536.3733333333333,5,9,9.58
2020-09-11,12019.55,AIDE-SERV.,385.38916666666665,4,9,3.21
2020-09-11,12019.55,CUISINE,231.54166666666669,4,9,1.93
2020-09-11,12019.55,SERVICE,72.38666666666667,4,9,0.6
2020-09-10,8022.35,AIDE-SERV.,510.59833333333336,3,9,6.36
2020-09-10,8022.35,CUISINE,507.2166666666667,3,9,6.32
2020-09-10,8022.35,SERVICE,393.57,3,9,4.91
2020-09-09,6071.77,AIDE-SERV.,227.15,2,9,3.74
2020-09-09,6071.77,CUISINE,363.995,2,9,5.99
2020-09-09,6071.77,SERVICE,386.03,2,9,6.36
2020-09-08,4283.66,AIDE-SERV.,269.77166666666665,1,9,6.3
2020-09-08,4283.66,CUISINE,283.59,1,9,6.62
2020-09-08,4283.66,SERVICE,293.1033333333333,1,9,6.84
2020-09-07,6861.18,AIDE-SERV.,283.56,0,9,4.13
2020-09-07,6861.18,CUISINE,326.11,0,9,4.75
2020-09-07,6861.18,SERVICE,203.84666666666664,0,9,2.97
2020-09-06,6183.02,AIDE-SERV.,338.22,6,9,5.47
2020-09-06,6183.02,CUISINE,508.68333333333334,6,9,8.23
2020-09-06,6183.02,SERVICE,268.3,6,9,4.34
2020-09-05,8470.9,AIDE-SERV.,372.52,5,9,4.4
2020-09-05,8470.9,CUISINE,515.5033333333333,5,9,6.09
2020-09-05,8470.9,SERVICE,284.03666666666663,5,9,3.35
2020-09-04,9561.58,AIDE-SERV.,351.0,4,9,3.67
2020-09-04,9561.58,CUISINE,545.1816666666666,4,9,5.7
2020-09-04,9561.58,SERVICE,424.81666666666666,4,9,4.44
2020-09-03,8628.4,AIDE-SERV.,374.02500000000003,3,9,4.33
2020-09-03,8628.4,CUISINE,348.78166666666664,3,9,4.04
2020-09-03,8628.4,SERVICE,463.33,3,9,5.37
2020-09-02,4520.98,AIDE-SERV.,159.76999999999998,2,9,3.53
2020-09-02,4520.98,CUISINE,345.09166666666664,2,9,7.63
2020-09-02,4520.98,SERVICE,339.49666666666667,2,9,7.51
2020-09-01,6040.59,AIDE-SERV.,54.54,1,9,0.9
2020-09-01,6040.59,CUISINE,338.245,1,9,5.6
2020-09-01,6040.59,SERVICE,370.4133333333333,1,9,6.13
2020-08-31,4419.66,AIDE-SERV.,72.36000000000001,0,8,1.64
2020-08-31,4419.66,CUISINE,377.91666666666663,0,8,8.55
2020-08-31,4419.66,SERVICE,223.94333333333333,0,8,5.07
2020-08-30,5024.26,AIDE-SERV.,247.47000000000003,6,8,4.93
2020-08-30,5024.26,CUISINE,523.71,6,8,10.42
2020-08-30,5024.26,SERVICE,209.66,6,8,4.17
2020-08-29,3368.72,AIDE-SERV.,309.21000000000004,5,8,9.18
2020-08-29,3368.72,CUISINE,561.105,5,8,16.66
2020-08-29,3368.72,SERVICE,122.95333333333332,5,8,3.65
2020-08-28,8636.39,AIDE-SERV.,256.11,4,8,2.97
2020-08-28,8636.39,CUISINE,529.6466666666666,4,8,6.13
2020-08-28,8636.39,SERVICE,589.7433333333333,4,8,6.83
2020-08-27,6179.32,AIDE-SERV.,386.285,3,8,6.25
2020-08-27,6179.32,CUISINE,586.595,3,8,9.49
2020-08-27,6179.32,SERVICE,356.19666666666666,3,8,5.76
2020-08-26,6001.99,AIDE-SERV.,275.535,2,8,4.59
2020-08-26,6001.99,CUISINE,539.21,2,8,8.98
2020-08-26,6001.99,SERVICE,370.75666666666666,2,8,6.18
2020-08-25,5826.05,AIDE-SERV.,151.2,1,8,2.6
2020-08-25,5826.05,CUISINE,590.1516666666666,1,8,10.13
2020-08-25,5826.05,SERVICE,358.12,1,8,6.15
2020-08-24,4281.16,AIDE-SERV.,91.125,0,8,2.13
2020-08-24,4281.16,CUISINE,403.48833333333334,0,8,9.42
2020-08-24,4281.16,SERVICE,272.66,0,8,6.37
2020-08-23,6580.09,AIDE-SERV.,354.63,6,8,5.39
2020-08-23,6580.09,CUISINE,588.0,6,8,8.94
2020-08-23,6580.09,SERVICE,228.66666666666666,6,8,3.48
2020-08-22,5950.46,AIDE-SERV.,366.33000000000004,5,8,6.16
2020-08-22,5950.46,CUISINE,478.7,5,8,8.04
2020-08-22,5950.46,SERVICE,95.56666666666666,5,8,1.61
2020-08-21,12380.24,AIDE-SERV.,415.26,4,8,3.35
2020-08-21,12380.24,CUISINE,1007.5783333333334,4,8,8.14
2020-08-21,12380.24,SERVICE,526.97,4,8,4.26
2020-08-20,6254.54,AIDE-SERV.,671.4,3,8,10.73
2020-08-20,6254.54,CUISINE,1313.1,3,8,20.99
2020-08-20,6254.54,SERVICE,598.52,3,8,9.57
2020-08-19,11889.12,AIDE-SERV.,124.56,2,8,1.05
2020-08-19,11889.12,CUISINE,548.63,2,8,4.61
2020-08-19,11889.12,SERVICE,257.82,2,8,2.17
2020-08-18,8216.61,AIDE-SERV.,205.74,1,8,2.5
2020-08-18,8216.61,CUISINE,864.5066666666667,1,8,10.52
2020-08-18,8216.61,SERVICE,546.9033333333333,1,8,6.66
2020-08-17,4556.24,AIDE-SERV.,237.6,0,8,5.21
2020-08-17,4556.24,CUISINE,394.33166666666665,0,8,8.65
2020-08-17,4556.24,SERVICE,451.74,0,8,9.91
2020-08-16,8938.85,AIDE-SERV.,257.94000000000005,6,8,2.89
2020-08-16,8938.85,CUISINE,682.2716666666666,6,8,7.63
2020-08-16,8938.85,SERVICE,182.51,6,8,2.04
2020-08-15,7721.13,AIDE-SERV.,363.15000000000003,5,8,4.7
2020-08-15,7721.13,CUISINE,673.3666666666667,5,8,8.72
2020-08-15,7721.13,SERVICE,183.60999999999999,5,8,2.38
2020-08-14,11355.71,AIDE-SERV.,366.95500000000004,4,8,3.23
2020-08-14,11355.71,CUISINE,807.945,4,8,7.11
2020-08-14,11355.71,SERVICE,605.13,4,8,5.33
2020-08-13,6940.14,AIDE-SERV.,515.9100000000001,3,8,7.43
2020-08-13,6940.14,CUISINE,774.7816666666668,3,8,11.16
2020-08-13,6940.14,SERVICE,550.71,3,8,7.94
2020-08-12,10781.97,AIDE-SERV.,280.44000000000005,2,8,2.6
2020-08-12,10781.97,CUISINE,950.8449999999999,2,8,8.82
2020-08-12,10781.97,SERVICE,500.4666666666667,2,8,4.64
2020-08-11,6664.81,AIDE-SERV.,206.19,1,8,3.09
2020-08-11,6664.81,CUISINE,588.1166666666667,1,8,8.82
2020-08-11,6664.81,SERVICE,462.7633333333333,1,8,6.94
2020-08-10,4223.05,AIDE-SERV.,88.875,0,8,2.1
2020-08-10,4223.05,CUISINE,280.77666666666664,0,8,6.65
2020-08-10,4223.05,SERVICE,304.42,0,8,7.21
2020-08-09,3341.36,AIDE-SERV.,195.21,6,8,5.84
2020-08-09,3341.36,CUISINE,438.7083333333333,6,8,13.13
2020-08-09,3341.36,SERVICE,219.46666666666664,6,8,6.57
2020-08-08,7242.05,AIDE-SERV.,247.02000000000004,5,8,3.41
2020-08-08,7242.05,CUISINE,496.035,5,8,6.85
2020-08-08,7242.05,SERVICE,281.05,5,8,3.88
2020-08-07,12476.42,AIDE-SERV.,342.225,4,8,2.74
2020-08-07,12476.42,CUISINE,711.0033333333333,4,8,5.7
2020-08-07,12476.42,SERVICE,669.4533333333333,4,8,5.37
2020-08-06,9563.93,AIDE-SERV.,501.51,3,8,5.24
2020-08-06,9563.93,CUISINE,587.9683333333334,3,8,6.15
2020-08-06,9563.93,SERVICE,727.9000000000001,3,8,7.61
2020-08-05,9724.21,AIDE-SERV.,82.44,2,8,0.85
2020-08-05,9724.21,CUISINE,485.6633333333333,2,8,4.99
2020-08-05,9724.21,SERVICE,326.8666666666667,2,8,3.36
2020-08-04,4790.98,AIDE-SERV.,79.02000000000001,1,8,1.65
2020-08-04,4790.98,CUISINE,522.8716666666667,1,8,10.91
2020-08-04,4790.98,SERVICE,268.65,1,8,5.61
2020-08-02,3358.34,AIDE-SERV.,328.75,6,8,9.79
2020-08-02,3358.34,CUISINE,1055.3666666666668,6,8,31.43
2020-08-02,3358.34,SERVICE,729.7966666666666,6,8,21.73
2020-08-01,9664.61,AIDE-SERV.,79.02,5,8,0.82
2020-07-31,6750.41,AIDE-SERV.,217.815,4,7,3.23
2020-07-31,6750.41,CUISINE,576.095,4,7,8.53
2020-07-31,6750.41,SERVICE,498.02666666666664,4,7,7.38
2020-07-30,7101.76,AIDE-SERV.,298.155,3,7,4.2
2020-07-30,7101.76,CUISINE,487.81333333333333,3,7,6.87
2020-07-30,7101.76,SERVICE,515.8966666666666,3,7,7.26
2020-07-29,3544.22,AIDE-SERV.,370.3208333333333,2,7,10.45
2020-07-29,3544.22,CUISINE,364.87666666666667,2,7,10.29
2020-07-29,3544.22,SERVICE,220.25666666666666,2,7,6.21
2020-07-28,6657.34,AIDE-SERV.,95.175,1,7,1.43
2020-07-28,6657.34,CUISINE,298.1016666666667,1,7,4.48
2020-07-28,6657.34,SERVICE,430.3,1,7,6.46
2020-07-27,2656.82,AIDE-SERV.,85.94999999999999,0,7,3.24
2020-07-27,2656.82,CUISINE,277.39666666666665,0,7,10.44
2020-07-27,2656.82,SERVICE,275.9133333333333,0,7,10.39
2020-07-26,4026.76,AIDE-SERV.,268.59000000000003,6,7,6.67
2020-07-26,4026.76,CUISINE,321.93333333333334,6,7,7.99
2020-07-26,4026.76,SERVICE,310.41999999999996,6,7,7.71
2020-07-25,4687.98,AIDE-SERV.,262.35,5,7,5.6
2020-07-25,4687.98,CUISINE,323.445,5,7,6.9
2020-07-25,4687.98,SERVICE,311.25333333333333,5,7,6.64
2020-07-24,7524.79,AIDE-SERV.,263.33000000000004,4,7,3.5
2020-07-24,7524.79,CUISINE,332.61833333333334,4,7,4.42
2020-07-24,7524.79,SERVICE,453.27,4,7,6.02
2020-07-23,5485.57,AIDE-SERV.,213.0,3,7,3.88
2020-07-23,5485.57,CUISINE,469.46666666666664,3,7,8.56
2020-07-23,5485.57,SERVICE,370.9233333333333,3,7,6.76
2020-07-22,4636.72,AIDE-SERV.,140.68416666666667,2,7,3.03
2020-07-22,4636.72,CUISINE,441.8833333333333,2,7,9.53
2020-07-22,4636.72,SERVICE,383.7733333333333,2,7,8.28
2020-07-21,4254.82,AIDE-SERV.,215.25583333333333,1,7,5.06
2020-07-21,4254.82,CUISINE,322.68333333333334,1,7,7.58
2020-07-21,4254.82,SERVICE,157.2,1,7,3.69
2020-07-20,2654.51,AIDE-SERV.,275.8258333333333,0,7,10.39
2020-07-20,2654.51,CUISINE,173.43833333333333,0,7,6.53
2020-07-20,2654.51,SERVICE,276.3833333333333,0,7,10.41
2020-07-19,2830.09,AIDE-SERV.,238.0341666666667,6,7,8.41
2020-07-19,2830.09,CUISINE,453.24333333333334,6,7,16.02
2020-07-19,2830.09,SERVICE,303.0133333333334,6,7,10.71
2020-07-18,4023.97,AIDE-SERV.,233.79083333333332,5,7,5.81
2020-07-18,4023.97,CUISINE,429.96,5,7,10.68
2020-07-18,4023.97,SERVICE,290.11333333333334,5,7,7.21
2020-07-17,6353.31,AIDE-SERV.,285.0825,4,7,4.49
2020-07-17,6353.31,CUISINE,411.715,4,7,6.48
2020-07-17,6353.31,SERVICE,330.7633333333333,4,7,5.21
2020-07-16,5979.53,AIDE-SERV.,388.40000000000003,3,7,6.5
2020-07-16,5979.53,CUISINE,365.5833333333333,3,7,6.11
2020-07-16,5979.53,SERVICE,308.86333333333334,3,7,5.17
2020-07-15,4157.64,AIDE-SERV.,349.68333333333334,2,7,8.41
2020-07-15,4157.64,CUISINE,94.75,2,7,2.28
2020-07-15,4157.64,SERVICE,344.44,2,7,8.28
2020-07-14,3306.48,AIDE-SERV.,319.82,1,7,9.67
2020-07-14,3306.48,CUISINE,164.93333333333334,1,7,4.99
2020-07-14,3306.48,SERVICE,252.93666666666667,1,7,7.65
2020-07-13,4158.07,AIDE-SERV.,379.72249999999997,0,7,9.13
2020-07-13,4158.07,CUISINE,156.78166666666667,0,7,3.77
2020-07-13,4158.07,SERVICE,254.17666666666668,0,7,6.11
2020-07-12,3254.91,AIDE-SERV.,346.90749999999997,6,7,10.66
2020-07-12,3254.91,CUISINE,418.3616666666667,6,7,12.85
2020-07-12,3254.91,SERVICE,328.9133333333333,6,7,10.11
2020-07-11,4304.84,AIDE-SERV.,285.55083333333334,5,7,6.63
2020-07-11,4304.84,CUISINE,419.95,5,7,9.76
2020-07-11,4304.84,SERVICE,420.59,5,7,9.77
2020-07-10,6590.19,AIDE-SERV.,310.91333333333336,4,7,4.72
2020-07-10,6590.19,CUISINE,566.0333333333333,4,7,8.59
2020-07-10,6590.19,SERVICE,367.6333333333333,4,7,5.58
2020-07-09,5890.8,AIDE-SERV.,284.09833333333336,3,7,4.82
2020-07-09,5890.8,CUISINE,479.575,3,7,8.14
2020-07-09,5890.8,SERVICE,404.9866666666667,3,7,6.87
2020-07-08,4052.41,AIDE-SERV.,305.43583333333333,2,7,7.54
2020-07-08,4052.41,CUISINE,267.12333333333333,2,7,6.59
2020-07-08,4052.41,SERVICE,339.09000000000003,2,7,8.37
2020-07-07,3854.12,AIDE-SERV.,292.75166666666667,1,7,7.6
2020-07-07,3854.12,CUISINE,245.77666666666667,1,7,6.38
2020-07-07,3854.12,SERVICE,339.7008333333333,1,7,8.81
2020-07-06,5457.03,AIDE-SERV.,276.1558333333333,0,7,5.06
2020-07-06,5457.03,CUISINE,161.03166666666667,0,7,2.95
2020-07-06,5457.03,SERVICE,298.0275,0,7,5.46
2020-07-05,2522.84,AIDE-SERV.,330.54083333333335,6,7,13.1
2020-07-05,2522.84,CUISINE,372.4,6,7,14.76
2020-07-05,2522.84,SERVICE,292.5216666666667,6,7,11.59
2020-07-04,6279.99,AIDE-SERV.,432.1475,5,7,6.88
2020-07-04,6279.99,CUISINE,452.77666666666664,5,7,7.21
2020-07-04,6279.99,SERVICE,465.98,5,7,7.42
2020-07-03,5380.6,AIDE-SERV.,289.305,4,7,5.38
2020-07-03,5380.6,CUISINE,372.64166666666665,4,7,6.93
2020-07-03,5380.6,SERVICE,489.92,4,7,9.11
2020-07-02,4690.09,AIDE-SERV.,208.01000000000002,3,7,4.44
2020-07-02,4690.09,CUISINE,472.53000000000003,3,7,10.08
2020-07-02,4690.09,SERVICE,494.4266666666667,3,7,10.54
2020-07-01,4819.13,AIDE-SERV.,280.08,2,7,5.81
2020-07-01,4819.13,CUISINE,447.62166666666667,2,7,9.29
2020-07-01,4819.13,SERVICE,483.93,2,7,10.04
2020-06-30,5128.47,AIDE-SERV.,274.4175,1,6,5.35
2020-06-30,5128.47,CUISINE,316.98833333333334,1,6,6.18
2020-06-30,5128.47,SERVICE,339.8933333333333,1,6,6.63
2020-06-29,3124.34,AIDE-SERV.,276.2833333333333,0,6,8.84
2020-06-29,3124.34,CUISINE,235.75,0,6,7.55
2020-06-29,3124.34,SERVICE,336.3616666666667,0,6,10.77
2020-06-27,10414.82,AIDE-SERV.,138.66,5,6,1.33
2020-06-27,10414.82,CUISINE,315.55,5,6,3.03
2020-06-27,10414.82,SERVICE,651.8691666666666,5,6,6.26
2020-06-26,5745.01,AIDE-SERV.,412.10249999999996,4,6,7.17
2020-06-26,5745.01,CUISINE,530.0033333333333,4,6,9.23
2020-06-26,5745.01,SERVICE,584.0333333333333,4,6,10.17
2020-06-25,4759.77,AIDE-SERV.,310.8183333333333,3,6,6.53
2020-06-25,4759.77,CUISINE,520.7066666666667,3,6,10.94
2020-06-25,4759.77,SERVICE,497.94666666666666,3,6,10.46
2020-06-24,6815.87,AIDE-SERV.,350.44500000000005,2,6,5.14
2020-06-24,6815.87,CUISINE,565.7216666666667,2,6,8.3
2020-06-24,6815.87,SERVICE,629.1833333333334,2,6,9.23
2020-06-23,4821.17,AIDE-SERV.,358.405,1,6,7.43
2020-06-23,4821.17,CUISINE,343.57,1,6,7.13
2020-06-23,4821.17,SERVICE,495.12916666666666,1,6,10.27
2020-06-22,4349.96,AIDE-SERV.,454.7083333333333,0,6,10.45
2020-06-22,4349.96,CUISINE,130.0,0,6,2.99
2020-06-22,4349.96,SERVICE,665.0691666666667,0,6,15.29
2020-06-21,1288.4,AIDE-SERV.,108.75,6,6,8.44
2020-06-21,1288.4,CUISINE,379.4,6,6,29.45
2020-06-20,913.14,AIDE-SERV.,120.0,5,6,13.14
2020-06-20,913.14,CUISINE,276.675,5,6,30.3
2020-06-20,913.14,SERVICE,54.18,5,6,5.93
2020-06-19,1337.33,AIDE-SERV.,153.75,4,6,11.5
2020-06-19,1337.33,CUISINE,141.4,4,6,10.57
2020-06-19,1337.33,SERVICE,49.86000000000001,4,6,3.73
2020-06-18,1143.83,AIDE-SERV.,108.75,3,6,9.51
2020-06-18,1143.83,CUISINE,134.4,3,6,11.75
2020-06-18,1143.83,SERVICE,135.57999999999998,3,6,11.85
2020-06-17,817.64,AIDE-SERV.,105.0,2,6,12.84
2020-06-17,817.64,SERVICE,97.6,2,6,11.94
2020-06-16,786.6,SERVICE,147.81666666666666,1,6,18.79
2020-06-14,551.06,AIDE-SERV.,120.0,6,6,21.78
2020-06-13,1021.98,AIDE-SERV.,117.5,5,6,11.5
2020-06-13,1021.98,SERVICE,44.28,5,6,4.33
2020-06-12,1982.44,AIDE-SERV.,81.25,4,6,4.1
2020-06-12,1982.44,SERVICE,44.46,4,6,2.24
2020-06-07,492.5,AIDE-SERV.,107.0,6,6,21.73
2020-06-06,474.33,AIDE-SERV.,122.49999999999999,5,6,25.83
2020-06-06,474.33,SERVICE,48.78,5,6,10.28
2020-06-05,1745.5,AIDE-SERV.,77.5,4,6,4.44
2020-06-05,1745.5,SERVICE,54.18,4,6,3.1
2020-06-04,1292.23,AIDE-SERV.,102.25,3,6,7.91
2020-05-31,1075.57,AIDE-SERV.,157.5,6,5,14.64
2020-05-30,894.75,AIDE-SERV.,153.75,5,5,17.18
2020-05-30,894.75,SERVICE,39.78000000000001,5,5,4.45
2020-05-29,2386.96,AIDE-SERV.,82.5,4,5,3.46
2020-05-29,2386.96,SERVICE,46.260000000000005,4,5,1.94
2020-05-28,1941.74,AIDE-SERV.,111.25,3,5,5.73
2020-05-24,834.5,AIDE-SERV.,153.75,6,5,18.42
2020-05-24,834.5,SERVICE,40.32,6,5,4.83
2020-05-23,1386.01,AIDE-SERV.,150.0,5,5,10.82
2020-05-23,1386.01,SERVICE,45.720000000000006,5,5,3.3
2020-05-22,2454.55,AIDE-SERV.,90.0,4,5,3.67
2020-05-21,1075.55,AIDE-SERV.,93.75,3,5,8.72
2020-05-20,1099.36,AIDE-SERV.,90.0,2,5,8.19
2020-05-17,1102.82,AIDE-SERV.,161.25,6,5,14.62
2020-05-16,973.95,AIDE-SERV.,150.0,5,5,15.4
2020-05-14,1350.2,AIDE-SERV.,116.25,3,5,8.61
2020-05-10,1259.5,AIDE-SERV.,153.75,6,5,12.21
2020-05-09,986.95,AIDE-SERV.,150.0,5,5,15.2
2020-05-08,2144.63,AIDE-SERV.,90.0,4,5,4.2
2020-05-07,1421.64,AIDE-SERV.,142.5,3,5,10.02
